118792,5075.268066,4955.686523
118793,5077.148438,4926.015137
118794,5082.112305,4928.128906
118795,5077.700195,4920.379883
118796,5084.318359,4913.335449
118797,5094.245117,4928.128906
118798,5087.626953,4911.222168
118799,5058.734375,4918.703125
118800,5090.936035,4906.995117
118801,5082.0625,4952.847656
118802,5047.368164,4911.222168
118803,5101.96582,4927.424316
118808,5108.583984,4923.197754
126170,5132.849609,4918.970703
75678,5015.375488,4900.655273
118821,5129.540527,4930.946289
126172,5136.158691,4912.630859
126176,5140.019043,4916.857422
126174,5139.225098,4910.76416
126173,5130.092285,4912.630859
125278,5108.583984,4911.222168
118840,5149.394531,4924.606445
126168,5118.510742,4911.92627
118847,5148.63916,4922.831055
118850,5147.938477,4921.196777
118854,5146.990234,4918.984863
126177,5136.709961,4921.083984
118857,5119.0625,4902.063965
118860,5145.90918,4916.44873
118865,5146.841309,4915.927734
126179,5146.085449,4922.493164
118868,5145.070801,4914.434082
118869,5148.147949,4915.173828
126167,5118.510742,4914.039551
118872,5119.0625,4906.995117
126169,5131.746582,4922.493164
118874,5147.188477,4913.335449
126171,5133.401367,4913.335449
118876,5149.394531,4917.562012
118877,5146.637207,4911.92627
118878,5145.760254,4914.067871
126175,5136.158691,4916.857422
118880,5148.291504,4918.266602
118881,5111.341309,4901.359863
126178,5143.879395,4920.379883
118883,5127.235352,4904.33252
118884,5115.20166,4906.291016
118885,5142.776855,4909.108398
118889,5143.879395,4909.108398
118890,5145.330078,4908.411133
118892,5125.128906,4909.108398
118896,5140.570801,4911.92627
118897,5131.746582,4905.586426
118898,5140.570801,4905.586426
118900,5126.783203,4906.995117
118901,5109.687012,4906.291016
118902,5114.650391,4911.92627
118909,5142.004395,4915.589355
